"name"	"longitude"	"latitude"	"subspecies"	"acaciarum"	"numSubsppGroups"	"assigned"
"Auriparus flaviceps (Sundevall, 1850)"	-112.535428	33.762226	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-106.456707	31.789705	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.139308	25.911284	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.129138	25.901049	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.0101	36.0753	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.3956	36.4459	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.137552	25.909089	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.141533	25.914264	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.121677	25.899473	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.119725	25.906858	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.113648	25.902338	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.137424	25.909768	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.13065	25.901182	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.113703	25.902289	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.003216	36.079742	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.834513	32.288754	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.43293	28.293224	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.437601	28.290267	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.736283	33.362488	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.66603	33.140744	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.526713	33.85714	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.549502	33.824753	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.314682	33.210193	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.35759	33.2384	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-98.380528	26.183669	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.926261	29.070719	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-98.38634	26.170508	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.615893	33.177058	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-114.612827	32.727442	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.501622	28.259081	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.501236	28.259288	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.405712	33.257545	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.428915	25.601652	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.02346	36.101635	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.41421	32.975434	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.924529	32.425425	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-103.426505	25.526086	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.549314	33.760992	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.555213	33.763054	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.533564	33.810246	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.267809	33.706695	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.433826	28.292873	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.915862	33.503299	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.615583	33.177293	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.716445	33.255408	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.85778	25.443913	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.424523	28.319488	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.427052	28.317288	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-105.426979	28.315241	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.477805	33.366127	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-111.688185	33.514685	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-97.565713	25.983238	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-112.214997	33.539875	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-101.623688	33.486365	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.809691	32.320043	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-100.529258	25.867542	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.731744	32.28192	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.977365	33.955245	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.618544	33.18141	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-110.349022	31.836796	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.616013	33.178299	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-113.598345	37.078885	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.619121	33.180716	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-115.45724	36.069794	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-109.693804	23.053173	"unknown"	0	0	"none"
"Auriparus flaviceps (Sundevall, 1850)"	-116.395745	33.710945	"unknown"	0	0	"none"
