"name"	"longitude"	"latitude"	"subspecies"	"affinis"	"sandiegensis"	"numSubsppGroups"	"assigned"
"Campylorhynchus brunneicapillus"	-117	32.71	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus affinis"	-116.8	32.36	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus couesi"	-115.8	32.37	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus couesi"	-117.16	32.72	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus anthonyi"	-116.35	32.98	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus anthonyi"	-115.68	32.76	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.16	32.72	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus anthonyi"	-115.55	32.79	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.05	32.69	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus anthonyi"	-116.1	32.67	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.01	32.63	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.09	32.67	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus bryanti"	-116.61	32.13	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.01	32.67	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus anthonyi"	-115.45	32.91	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus anthonyi"	-115.62	32.89	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus anthonyi"	-116.19	32.65	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.03	32.81	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus bryanti"	-116.17	32.13	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-116.72	32.48	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.08	32.64	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus guttatus"	-116.45	32.43	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus couesi"	-117.1	32.68	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus couesi"	-117.15	32.72	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus couesi"	-115.5	32.67	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus guttatus"	-115.48	32.67	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-116.96	32.51	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.02	32.53	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-115.49	32.58	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.05	32.52	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-116.8	32.36	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-117.04	32.52	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus"	-115.48	32.65	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus couesi"	-115.33	32.33	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus couesi"	-115.72	31.4	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-116.99	32.91	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.04	32.66	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.14	32.78	"unknown"	0	1	1	"sandiegensis"
"Campylorhynchus brunneicapillus sandiegensis"	-117.06	32.68	"unknown"	0	1	1	"sandiegensis"
