"name"	"longitude"	"latitude"	"subspecies"	"coloradense"	"numSubsppGroups"	"assigned"
"Toxostoma crissale Henry, 1858"	-113.714806	37.181007	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-115.44972	36.161793	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-115.95074	36.1473	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.64278	33.315933	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.89285	33.783142	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-109.124214	31.921429	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-107.20309	33.297325	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-111.748634	34.866318	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.49892	33.699722	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-114.35758	32.7638	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-116.27146	35.977867	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.42786	33.374138	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-111.051216	32.37593	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.49321	31.777786	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-113.582855	37.070953	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-112.30744	33.379173	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.74683	32.34701	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-109.0283	31.838911	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.26484	31.339602	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-111.34797	33.397427	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-110.900764	31.741732	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-100.64375	25.41302	"unknown"	0	0	"none"
"Toxostoma crissale Henry, 1858"	-106.04676	31.921429	"unknown"	0	0	"none"
