"name"	"longitude"	"latitude"	"subspecies"	"coloradense"	"crissale"	"numSubsppGroups"	"assigned"
"Toxostoma crissale Henry, 1858"	-110.3	31.47	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.05	31.59	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.66	31.68	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.5	32.24	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.72	32.24	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.18	32.56	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.05	31.57	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.43	31.66	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.06	31.39	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.56	31.5	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.38	31.53	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.97	31.5	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.98	32.45	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.65	31.64	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.07	32.45	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.2	31.56	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.23	31.72	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.55	31.36	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.12	31.63	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.96	31.46	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.75	31.79	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.79	31.8	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.85	31.76	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.39	31.84	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.87	31.49	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.24	31.39	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.89	31.68	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.62	31.79	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.15	31.45	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.81	32.31	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.1	31.37	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.96	31.68	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.31	31.83	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.75	32.62	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.97	31.85	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.35	31.47	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.4	32.65	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.26	31.53	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.19	31.72	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.62	32.03	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.27	31.4	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.03	31.77	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.53	31.79	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.85	32.26	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.73	32.2	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.94	31.57	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.94	31.58	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.25	31.44	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.24	31.4	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.28	32.67	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.88	31.77	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.7	32.33	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.76	32.6	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.91	31.61	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.76	31.54	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.99	31.49	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.84	32.26	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.48	31.62	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.78	32.71	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.24	32.5	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.3	31.98	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.11	31.41	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.1	31.38	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.08	31.47	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.77	32.68	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.1	31.55	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.48	32.14	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.3	31.76	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.43	31.57	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.41	31.56	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.89	31.78	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.76	32.69	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.51	31.59	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.76	32.68	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.76	32.57	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.09	31.36	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.86	31.76	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.19	31.58	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.45	32.15	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.43	31.86	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.71	32.54	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.52	31.75	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.7	31.52	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.34	31.55	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.89	31.53	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.95	31.67	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.59	31.71	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.42	32.03	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.49	32.13	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.48	32.13	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.86	31.78	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.84	31.78	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.1	31.36	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.92	31.67	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.96	31.56	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.32	31.51	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.49	32.12	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.55	31.51	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.83	32.24	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.16	31.59	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.42	31.44	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.28	31.44	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.62	31.87	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.83	31.57	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.32	31.57	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.78	32.68	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.36	31.83	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.7	31.51	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.35	31.59	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.19	31.43	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-109.8	32.29	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.9	31.59	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.31	31.9	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.89	32.66	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-110.25	31.4	"unknown"	0	1	1	"crissale"
"Toxostoma crissale Henry, 1858"	-111.51	31.59	"unknown"	0	1	1	"crissale"
"Toxostoma crissale crissale"	-109.69	31.57	"unknown"	0	1	1	"crissale"
