"name"	"longitude"	"latitude"	"subspecies"	"amaka"	"atlantica"	"beata"	"numSubsppGroups"	"assigned"
"Melospiza melodia"	-73.5	41.38	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.77	39.03	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.97	40.23	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.17	36.7	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.58	40.33	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.23	41.77	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.08	38.89	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.8	41.42	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.98	36.85	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.71	41.57	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.04	41.03	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.06	40.08	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.3	41.49	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.15	41.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.89	41.28	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.12	36.83	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.19	40.63	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.3	41.47	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.87	41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-78.37	38.02	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.29	41.38	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.01	40.71	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.66	40.33	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.28	38.88	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.75	41.23	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.55	41.15	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-70.7	41.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.6	40.04	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.71	40.17	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-70.65	41.41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-70.78	41.65	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.3	40.86	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.99	41.45	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.22	41.36	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.9	41.3	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.51	41.32	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.73	40.69	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.56	41.04	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75	40.41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.05	40.8	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.05	40.79	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.97	40.77	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.07	40.73	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.05	40.75	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.06	40.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.61	41.91	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.62	41.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.75	39.67	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.13	40.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.82	40.87	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.08	40.09	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.52	40.01	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.09	40.36	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.07	38.91	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.22	41.32	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.06	41.57	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.88	38.71	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.63	40.62	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.3	38.79	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.39	41.68	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.59	41.04	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.05	41.67	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.15	40.65	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.3	41.48	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.31	41.49	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.5	39.46	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.34	39.6	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74	40.3	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.41	38.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.3	40.01	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.99	41.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.27	40.69	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.25	41.5	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.3	39.88	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.45	41.82	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.78	39.6	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.81	40.75	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.99	40.39	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.97	38.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.31	41.06	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.5	41.39	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.1	41.21	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.65	40.7	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.2	41.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.05	38.84	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.34	40.24	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.79	40.69	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.45	41.38	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-70.69	41.97	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-70.72	41.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.35	41.31	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-70.98	41.54	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.33	41.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.79	38.78	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.5	41.04	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.54	38.98	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.37	39.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.11	39.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.24	40.1	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.28	41.71	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.71	41.58	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.63	40.55	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-78.13	37.14	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.34	40.25	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.33	41.59	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.61	40.43	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.53	38.25	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.19	38.89	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.64	41.01	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.35	38.98	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia melodia"	-73.83	40.62	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.64	41.85	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.89	41.67	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.89	41.68	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.27	40.18	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.65	38.07	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.38	40.1	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.01	40.87	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.78	41.03	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.2	40.32	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.67	39.88	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.19	39.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.52	40.47	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia melodia"	-73.29	41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.68	40.98	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.24	41.48	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.94	40.66	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.52	39.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.26	41.54	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.31	37.96	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.16	40.54	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.97	40.67	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.33	38.86	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.07	41.16	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.56	37.64	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.58	41.47	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.13	38.79	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.73	37.97	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.37	41.8	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.75	39.69	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.07	40.82	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.54	40.68	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.59	39.94	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.04	41.42	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.85	41.1	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.58	41.38	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.62	40.62	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.93	40.6	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.12	40.43	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.22	39.9	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.39	39.92	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.03	41.26	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.35	41.85	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.22	40.09	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.93	41.29	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.38	41.59	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.95	40.37	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.36	39.85	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.88	41.19	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.43	40.1	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.8	40.81	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.92	40.6	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.96	40.79	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.37	40.91	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.79	40.2	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.67	41.77	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.29	41.68	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.3	41.68	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.86	40.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.44	40.12	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.26	41.23	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.18	40.28	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.94	38.94	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.37	38.81	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.31	38.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.95	41.05	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74	40.21	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.36	41.33	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.46	39.56	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.21	40.05	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.31	41.85	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.52	40.7	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.47	37.52	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.2	40	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.19	40.03	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.23	40.08	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.73	40.19	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.07	41.3	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.01	36.76	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.86	41.32	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.09	41.8	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.7	40.73	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.42	41.79	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.72	40.44	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.6	40.59	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.01	40.86	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.95	41.09	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.96	41.09	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.57	41.59	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.5	41.44	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.69	41.3	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.32	41.49	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.32	41.5	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.78	40.2	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.12	38.83	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.27	41.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.35	38.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.44	41.1	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-70.98	41.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.34	40	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.39	39.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.47	37.55	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.1	39	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.38	41.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-70.67	41.38	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.7	41.24	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-70.67	41.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.72	40.06	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.03	40.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.04	40.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.04	40.75	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.26	41.37	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.36	38.97	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.62	40.03	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.6	40.87	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.1	36.72	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.44	38.84	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.67	39.89	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.89	40.19	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.91	40.21	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.82	40.85	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.14	40.29	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.58	41.29	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.91	41.44	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.29	38.81	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.36	38.89	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.38	38.88	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.41	40.06	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.85	41.26	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.89	40.75	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia melodia"	-72.37	40.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.24	40.8	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.25	40.8	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.22	40.14	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.78	40.27	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.75	38.82	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.42	39.47	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.31	37.41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.43	39.45	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.08	40.7	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.93	40.79	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.46	41.82	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.15	40.57	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.19	40.4	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.35	38.62	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.2	38.82	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.53	40.47	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.2	36.62	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.03	40.14	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.63	40.08	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.48	37.6	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.07	40.09	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.45	39.47	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia melodia"	-73.96	40.81	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.29	40.78	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia melodia"	-74.01	40.84	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia melodia"	-71.3	41.48	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.58	38.9	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.53	41.5	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.44	41.42	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.85	40.18	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia melodia"	-72.12	41.51	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.99	40.77	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.46	38.3	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.02	41.5	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.71	41.56	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.43	41.22	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.09	41.34	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.2	41.32	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.74	39.43	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.56	41.82	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.36	40.97	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.05	40.12	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.87	41.5	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.44	38.76	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.34	40.14	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.93	41.15	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77	38.99	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.37	41.45	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.79	39.61	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.32	41.76	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-72.35	41.29	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.48	40.78	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.48	40.71	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.79	40.79	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia melodia"	-72.83	41.78	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.72	40.07	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.26	40.06	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.87	41.44	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.04	38.8	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.88	41.17	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.55	40.74	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.26	41.47	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.29	36.89	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.07	39.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.26	38.9	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.88	40.86	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.35	41.52	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.62	40.86	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.72	40.62	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.5	40.41	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.89	41.26	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.95	40.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.56	40.58	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.3	36.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.9	41.33	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-71.47	41.73	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.06	41.23	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.46	39.25	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.73	41.24	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.47	40.05	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.38	40.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.03	39	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.07	38.83	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.61	39.71	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.21	40.73	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.57	41.05	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77	38.89	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.05	40.7	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.09	40.73	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-73.45	41.95	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.85	41.05	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.1	40.78	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-76.24	36.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.27	40.12	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-77.05	38.93	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.14	40.59	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-75.26	38.83	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.24	41.09	"unknown"	0	1	0	1	"atlantica"
"Melospiza melodia"	-74.16	40.56	"unknown"	0	1	0	1	"atlantica"
