"name"	"longitude"	"latitude"	"subspecies"	"curtata"	"numSubsppGroups"	"assigned"
"Polioptila melanura Lawrence, 1857"	-111.02	32.33	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-107.35	32.9	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.68	33.51	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.58	33.56	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.77	33.23	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.38	33.38	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.65	33.55	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.52	33.58	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.9	33.56	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.58	33.55	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.85	31.94	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.74	32.92	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-103.29	30.15	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.03	32.31	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.07	33.77	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.83	31.98	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-115.46	36.07	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-114.46	32.82	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-114.84	36.12	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.94	33.46	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.55	33.82	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.22	33.67	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-99.09	26.53	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.44	33.31	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-113.02	31.94	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.17	32.24	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.66	33.99	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-116.51	33.8	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-114.48	36.63	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.43	33.47	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.88	32.45	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-111.42	33.46	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-112.89	32.45	"unknown"	0	0	"none"
"Polioptila melanura Lawrence, 1857"	-110.94	32.33	"unknown"	0	0	"none"
