"name"	"longitude"	"latitude"	"subspecies"	"curtata"	"melanura"	"lucida"	"numSubsppGroups"	"assigned"
"Polioptila melanura"	-103.24	29.13	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.34	29.27	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.87	26.88	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-101.82	30.46	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.13	29.27	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-101.8	30.44	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.76	29.25	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.27	29.33	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.21	29.33	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-104.14	29.31	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.61	29.17	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.27	29.29	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.26	29.34	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-104.19	29.23	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.82	29.34	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.55	29.26	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-103.87	29.09	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.44	28.82	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.46	28.91	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-101.86	30.37	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-101.81	30.48	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-101.83	30.47	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-105.43	29.3	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.3	28.37	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.37	30.02	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-100.97	29.46	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-100.76	29.3	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-100.99	29.47	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.94	28.48	"unknown"	0	1	0	1	"melanura"
"Polioptila melanura"	-102.88	28.69	"unknown"	0	1	0	1	"melanura"
